V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
S	  5.17	  2.92	  4.16	  3.80	  6.39	  2.56	  2.66	  4.16	  3.80	  3.64	  2.92	  2.86	  3.91
W	  1.81	  2.02	  5.07	  5.07	 -0.59	  2.33	  2.33	  4.98	  4.98	  1.56	  2.90	  3.27	  2.39
E	  5.17	  2.47	  5.17	  5.17	  6.73	  6.06	  6.06	  5.28	  5.28	  1.19	  1.12	  0.81	  1.19
NW	  5.64	  1.82	  4.97	  5.00	  -Inf	  2.07	  2.07	  4.98	  5.03	 -0.66	  2.53	  2.09	  4.63
NE	  5.37	  1.57	  4.27	  4.79	  5.38	  2.50	  2.41	  4.26	  4.81	  3.66	  3.90	  4.29	  0.91
SE	  3.85	  2.70	  3.31	  2.98	  5.05	  2.01	  2.04	  3.33	  3.02	  3.18	  2.48	  2.00	  3.92
SW	  1.55	  2.02	  4.44	  4.01	  -Inf	  3.07	  3.05	  4.39	  4.00	  2.94	  3.44	  2.34	  2.06
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	 60.00	 60.00	 61.12	 61.12	 57.75	 55.50	 59.88	 59.88	 46.25	 44.25	 45.50	 45.38	 46.25
lon	-22.00	 -8.88	 27.25	 30.00	-24.38	 -8.88	 27.25	 30.00	-14.12	  9.12	 19.62	 19.62	 27.38
N	  5.92	  2.39	  4.12	  4.51	  5.69	  2.49	  4.12	  4.51	  5.40	  2.24	  3.61	  3.61	  4.10
S	  4.98	  2.81	  4.20	  3.93	  6.50	  2.81	  4.20	  3.93	  4.11	  2.63	  3.00	  3.00	  1.93
W	  3.54	  3.54	  4.24	  4.24	  2.73	  0.61	  4.08	  4.08	  1.96	  4.03	  4.05	  4.06	  3.40
E	  5.28	  5.28	  4.17	  4.17	  3.97	  3.93	  5.17	  5.17	  2.23	  1.70	  2.20	  2.19	  2.23
NW	  5.76	  3.75	  4.88	  4.77	  6.10	  5.26	  5.00	  5.13	  5.21	  4.32	  1.64	  1.64	  1.80
NE	  5.87	  3.83	  3.81	  3.92	  5.59	  4.01	  3.94	  4.17	  2.33	  3.86	  3.66	  3.61	  1.17
SE	  3.77	  2.09	  3.67	  3.41	  4.51	  3.32	  3.65	  3.60	  4.02	  1.96	  2.92	  2.93	  3.03
SW	  3.09	  2.61	  4.28	  4.36	  2.96	  2.91	  4.28	  4.18	  3.45	  3.61	  2.41	  2.45	  1.89
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 60.0	 60.0	 62.2	 62.2	 54.5	 55.5	 59.9	 59.9	 46.2	 46.2	 45.5	 45.5
lon	-20.0	 -8.9	 27.2	 30.0	-21.6	 -8.9	 27.2	 30.0	 -9.9	 -8.9	 26.8	 27.4
N	  6.1	  3.4	  3.6	  3.8	  5.7	  3.4	  3.6	  3.8	  3.9	  3.4	  3.5	  3.6
S	  4.6	  4.6	  3.5	  3.5	  5.5	  4.6	  3.5	  3.5	  4.4	  4.6	  2.5	  2.8
W	  3.2	  3.2	  4.3	  4.3	  5.6	  3.6	  3.7	  3.7	  2.5	  2.5	  2.7	  2.7
E	  3.8	  3.8	  2.4	  2.4	  3.5	  3.1	  3.6	  3.6	  3.7	  3.7	  3.6	  3.6
NW	  5.4	  3.9	  4.7	  4.0	  4.8	  5.0	  4.5	  4.7	  5.6	  5.4	  1.7	  1.6
NE	  6.4	  4.8	  3.1	  3.1	  6.5	  4.0	  3.1	  3.4	  2.8	  2.6	  1.5	  1.5
SE	  4.6	  2.6	  3.4	  3.2	  4.9	  3.4	  3.4	  3.4	  5.2	  4.9	  3.0	  3.1
SW	  6.7	  4.1	  3.7	  3.4	  6.7	  3.3	  3.5	  3.3	  3.3	  3.2	  2.0	  2.6
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 60.00	 60.00	 62.25	 64.50	 53.25	 52.12	 59.88	 59.88	 46.25	 46.25	 46.25	 46.25
lon	-22.00	 -8.88	 27.25	 38.25	-18.38	 -6.62	 27.25	 28.12	 -9.00	 -6.00	 27.25	 31.50
N	  4.75	  3.62	  3.16	  3.31	  5.15	  3.15	  3.16	  3.16	  3.72	  2.98	  3.16	  2.93
S	  4.63	  3.54	  3.39	  5.13	  4.15	  3.88	  3.39	  3.46	  3.51	  4.07	  2.92	  2.86
W	  2.85	  2.85	  4.33	  3.87	  5.65	  5.47	  3.99	  3.99	  3.03	  3.03	  3.03	  3.03
E	  2.20	  2.20	  1.59	  2.18	  3.04	  3.02	  2.10	  2.10	  4.45	  4.45	  4.45	  4.45
NW	  4.74	  3.35	  3.68	  3.67	  4.69	  4.55	  3.77	  3.60	  4.85	  4.18	  1.48	  2.29
NE	  5.17	  4.24	  2.02	  2.87	  4.87	  4.57	  1.96	  2.08	  3.17	  2.73	  0.95	  2.39
SE	  4.97	  3.18	  3.45	  2.64	  4.31	  4.32	  3.29	  3.44	  4.81	  4.75	  3.79	  4.86
SW	  4.29	  5.45	  3.59	  2.83	  6.21	  3.30	  3.43	  3.26	  2.95	  2.91	  1.70	  2.80
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 60.00	 60.00	 60.00	 64.50	 51.00	 53.25	 59.88	 59.88	 46.25	 46.25	 46.25	 46.25
lon	-24.00	 -8.88	 27.25	 38.25	-16.00	 -6.62	 27.25	 30.00	-12.00	 -8.88	  9.25	 37.50
N	  4.25	  4.40	  2.05	  2.96	  4.42	  4.15	  2.05	  2.07	  4.60	  4.51	  1.61	  2.80
S	  3.87	  2.92	  3.30	  5.64	  4.07	  3.13	  3.30	  3.29	  3.12	  2.92	  1.40	  5.08
W	  1.41	  1.41	  3.87	  3.50	  5.37	  5.63	  3.81	  3.81	  3.08	  3.08	  3.08	  3.08
E	  0.88	  0.88	  0.88	  1.61	  2.48	  1.65	  0.81	  0.81	  3.40	  3.40	  3.40	  3.40
NW	  4.38	  3.68	  2.76	  3.35	  3.97	  4.35	  2.78	  2.83	  3.94	  4.21	  2.79	  3.04
NE	  4.27	  4.49	  1.42	  2.26	  4.64	  4.78	  1.43	  1.83	  4.36	  3.51	  1.27	  2.77
SE	  4.09	  3.85	  4.55	  3.01	  3.90	  3.75	  4.65	  3.22	  3.89	  4.45	  1.51	  4.07
SW	  0.12	  5.72	  3.87	  3.39	  5.42	  3.71	  3.84	  3.62	  3.47	  3.12	  2.35	  3.38
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 60.000	 60.000	 60.000	 65.625	 49.875	 54.375	 59.875	 59.875	 46.250	 46.250	 43.125	 46.250
lon	-12.000	 -8.875	 27.250	 43.250	-14.375	 -6.750	 27.250	 34.000	-10.500	 -8.875	  9.250	 42.250
N	  5.084	  4.934	  1.332	  2.525	  5.061	  5.582	  1.332	  1.714	  5.791	  5.860	  2.421	  2.548
S	  3.741	  3.718	  3.567	  4.482	  4.111	  3.451	  3.567	  2.629	  3.312	  3.718	  2.166	  4.887
W	  0.718	  0.718	  3.150	  3.985	  5.445	  4.891	  3.115	  3.115	  3.500	  3.500	  2.237	  3.500
E	 -0.023	 -0.023	 -0.023	  0.926	  2.462	 -0.099	 -0.092	 -0.092	  2.495	  2.495	  2.333	  2.495
NW	  4.580	  4.407	  2.270	  3.097	  3.784	  5.280	  2.290	  2.375	  3.681	  3.659	  4.774	  2.260
NE	  4.643	  4.632	  0.702	  1.379	  5.619	  5.162	  0.724	  1.796	  4.223	  3.693	  1.573	  0.252
SE	  2.639	  4.434	  3.725	  2.301	  3.804	  2.656	  3.731	  3.328	  3.847	  3.638	  1.570	  3.125
SW	  5.464	  5.528	  3.371	  3.404	  5.070	  4.191	  3.401	  3.824	  3.445	  3.218	  1.634	  3.115
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	 60.00	 60.00	 72.38	 72.25	 66.75	 48.88	 48.88	 47.75	 59.88	 46.25	 46.25	 46.25	 46.25
lon	 -9.00	 -8.00	 27.25	 27.25	 45.00	-12.00	 -8.88	  9.25	 38.00	-12.00	 -8.88	  9.25	 45.00
N	  5.05	  4.99	  1.34	  1.34	  2.15	  5.92	  5.88	  3.44	  1.27	  5.92	  5.88	  3.44	  2.15
S	  3.13	  3.50	  2.39	  2.39	  3.34	  3.14	  3.16	  5.11	  2.61	  3.14	  3.16	  2.36	  2.69
W	  1.85	  1.85	  3.86	  3.80	  3.87	  5.28	  5.28	  5.06	  2.26	  4.51	  4.51	  4.51	  4.51
E	  0.32	  0.32	 -1.07	 -1.06	 -0.50	  2.64	  2.64	  2.53	  0.28	  2.16	  2.16	  2.16	  2.16
NW	  4.92	  4.74	  2.27	  2.24	  2.73	  5.12	  5.96	  3.65	  2.17	  4.22	  5.39	  3.93	  2.06
NE	  4.35	  4.54	  0.29	  0.27	  0.66	  4.24	  3.83	  1.96	  0.68	  3.96	  3.79	  2.07	 -2.25
SE	  5.25	  5.43	  2.03	  1.99	 -1.96	  3.38	  3.30	  6.66	  1.00	  2.79	  3.42	  3.87	  0.54
SW	  4.83	  4.76	  2.72	  2.72	  3.02	  3.67	  3.56	  2.76	  3.01	  3.57	  3.25	  2.25	  2.96
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
lat	 60.000	 60.000	 72.250	 66.750	 47.750	 48.750	 47.750	 59.875	 59.875	 59.875	 46.250	 46.250	 46.250	 46.250
lon	 -9.000	 -6.000	 27.250	 45.000	-12.000	 -8.875	  9.250	 44.750	 44.875	 45.000	-12.000	 -8.875	  9.250	 45.000
N	  4.737	  4.818	  1.818	  1.841	  5.351	  5.420	  4.378	  1.749	  1.795	  1.841	  5.351	  5.420	  4.378	  1.841
S	  3.903	  3.579	  2.096	  2.942	  3.891	  3.891	  4.169	  2.907	  2.919	  2.942	  3.891	  3.891	  2.478	  2.235
W	  1.899	  1.899	  3.609	  3.843	  5.167	  4.936	  5.167	  2.723	  2.723	  2.723	  4.941	  4.941	  4.941	  4.941
E	  0.486	  0.486	 -0.760	 -0.440	  2.480	  2.406	  2.480	  0.415	  0.415	  0.415	  2.529	  2.529	  2.529	  2.529
NW	  4.639	  4.390	  2.751	  2.407	  4.869	  5.849	  3.909	  2.127	  2.116	  2.116	  4.598	  5.121	  4.097	  2.239
NE	  4.000	  4.563	  0.724	 -0.022	  4.323	  3.973	  2.663	 -0.528	 -0.518	 -0.507	  4.127	  3.883	  2.345	 -2.563
SE	  2.385	  3.047	  1.570	 -2.155	  3.388	  3.322	  5.434	  0.518	  0.518	  0.518	  3.384	  3.148	  2.754	  0.800
SW	  4.105	  3.943	  3.047	  2.901	  3.887	  3.449	  2.929	  3.241	  3.238	  3.226	  3.586	  3.202	  2.479	  2.563
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 60.00	 60.00	 71.25	 66.75	 46.50	 46.50	 52.12	 59.88	 46.25	 46.25	 46.25	 46.25
lon	 -9.00	 -8.00	 27.25	 45.00	-10.50	 -8.88	  9.25	 45.00	-10.50	 -8.88	  9.25	 27.38
N	  4.35	  4.41	  2.57	  1.88	  4.59	  4.64	  4.70	  1.88	  4.59	  4.64	  4.70	  2.59
S	  3.20	  3.39	  2.47	  2.50	  3.03	  3.21	  3.18	  2.50	  3.03	  3.21	  2.41	  1.34
W	  1.85	  1.85	  3.89	  3.46	  4.81	  4.81	  5.24	  3.28	  4.81	  4.81	  4.81	  4.81
E	 -0.21	 -0.21	 -0.65	 -0.12	  2.79	  2.79	  1.08	 -0.21	  2.83	  2.83	  2.83	  2.83
NW	  4.33	  4.28	  3.22	  1.86	  4.87	  5.18	  2.49	  3.26	  4.78	  5.11	  3.51	  1.58
NE	  3.65	  3.98	  1.59	 -1.02	  4.06	  3.95	  3.67	 -1.23	  4.05	  3.90	  3.00	  0.98
SE	  2.42	  2.00	  1.91	 -1.25	  4.37	  3.72	  2.67	  0.61	  4.38	  3.80	  2.17	  1.42
SW	  3.50	  3.50	  3.14	  2.43	  3.61	  3.55	  3.01	  2.83	  3.58	  3.53	  2.55	  0.87
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	60.00	60.00	71.25	69.00	46.38	46.38	52.12	59.88	44.38	45.38	46.25	46.25
lon	-9.00	-8.00	27.25	45.00	-9.00	-8.88	 9.25	45.00	-9.75	-8.50	 9.25	27.38
N	 3.60	 3.52	 2.03	 1.91	 4.11	 4.10	 4.77	 1.91	 4.04	 4.09	 4.77	 2.06
S	 2.34	 2.50	 2.25	 2.34	 2.34	 2.37	 2.70	 2.34	 2.18	 2.43	 2.70	 1.39
W	 1.76	 1.76	 4.29	 3.52	 4.60	 4.60	 4.72	 3.07	 4.42	 4.45	 4.57	 4.57
E	-0.51	-0.51	-1.12	-0.45	 1.71	 1.71	 0.94	-0.55	 2.61	 1.60	 1.69	 1.69
NW	 3.55	 3.44	 2.71	 1.80	 4.16	 4.18	 2.61	 2.93	 4.09	 4.05	 3.14	 1.75
NE	 3.08	 3.15	 1.26	-0.49	 3.67	 3.68	 3.87	-2.16	 3.64	 3.63	 3.33	 1.35
SE	 3.12	 3.46	 1.43	-1.08	 3.89	 3.91	 3.11	 0.47	 4.23	 3.95	 1.97	 2.17
SW	 2.84	 2.85	 2.70	 3.16	 3.44	 3.43	 2.44	 2.31	 3.24	 3.22	 1.46	 1.02
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16
lat	60.000	69.000	72.250	70.000	46.375	46.500	47.750	59.875	45.375	45.250	46.250	42.000	46.250	46.250	46.250	46.250
lon	-9.000	 9.125	27.250	45.000	-9.000	-3.000	 9.250	45.000	-9.000	-9.000	-2.875	 9.250	28.125	28.250	28.375	28.500
N	 2.525	 1.100	 1.575	 1.911	 3.428	 3.567	 4.690	 1.911	 3.428	 3.428	 3.555	 4.690	 1.888	 1.865	 1.830	 1.807
S	 2.641	 4.308	 2.270	 2.061	 2.641	 2.328	 4.389	 1.888	 2.641	 2.641	 2.351	 3.081	 1.517	 1.540	 1.563	 1.575
W	 1.390	 2.682	 4.825	 4.030	 4.566	 4.576	 4.582	 2.746	 4.501	 4.491	 4.555	 3.912	 4.555	 4.555	 4.555	 4.555
E	-0.394	-0.388	-0.266	-1.185	 0.218	 0.236	 0.138	-0.438	 0.115	 0.066	 0.218	 2.182	 0.218	 0.218	 0.218	 0.218
NW	 3.017	 1.229	 2.306	 2.040	 3.447	 5.349	 3.176	 2.383	 3.666	 3.683	 5.349	 2.993	 1.877	 1.856	 1.826	 1.806
NE	 2.021	 0.913	 0.780	-0.504	 3.054	 4.618	 3.592	-2.568	 3.136	 3.136	 4.611	 3.354	 1.507	 1.512	 1.527	 1.566
SE	 5.125	 3.035	 1.988	-0.603	 2.936	 3.978	 5.845	 0.114	 2.766	 2.775	 3.951	 2.523	 1.921	 1.920	 1.921	 1.938
SW	 2.284	 3.121	 2.611	 3.637	 3.148	 3.138	 2.189	 2.568	 3.150	 3.148	 3.141	 1.022	 1.229	 1.247	 1.219	 1.191
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 65.62	 69.00	 72.38	 69.00	 46.38	 48.75	 48.75	 52.12	 44.38	 46.25	 42.00	 46.25
lon	-24.00	  9.12	 27.25	 45.00	 -9.00	  0.00	  9.25	 27.38	 -9.00	 -3.00	  9.25	 27.38
N	  5.35	  1.15	  1.26	  1.76	  3.16	  4.20	  3.94	  2.35	  3.16	  3.94	  3.94	  2.35
S	  2.18	  4.89	  2.21	  2.64	  2.93	  1.76	  4.97	  1.54	  2.93	  2.05	  2.74	  1.54
W	  2.78	  2.84	  3.67	  3.68	  4.13	  4.06	  4.06	  3.66	  4.10	  4.12	  4.01	  4.12
E	  2.10	  0.42	  1.22	  0.42	  1.21	 -1.07	 -1.07	 -0.57	  0.83	  1.17	  2.06	  1.17
NW	  5.39	  1.35	  1.98	  1.88	  3.33	  4.31	  3.23	  1.37	  3.34	  5.54	  3.97	  2.10
NE	  5.34	  0.91	  0.56	 -0.24	  2.85	  3.74	  2.94	  2.96	  3.77	  3.71	  3.05	  2.07
SE	  3.81	  3.71	  1.85	 -0.74	  2.61	  2.95	  6.01	  3.15	  2.72	  3.60	  2.85	  2.32
SW	  2.17	  2.98	  2.53	  3.90	  3.08	  2.76	  2.78	  1.58	  2.80	  2.75	  0.93	  1.37
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 66.625	 67.875	 72.250	 69.000	 46.375	 47.625	 51.000	 52.250	 44.250	 46.250	 42.000	 46.250
lon	-20.000	  9.125	 27.250	 45.000	 -9.000	 -3.000	  9.250	 27.375	 -9.000	 -3.000	  9.250	 27.375
N	  4.378	  1.158	  1.355	  1.448	  2.363	  3.903	  3.359	  2.328	  2.363	  3.903	  3.359	  2.328
S	  2.536	  2.594	  2.363	  3.544	  2.571	  2.038	  2.478	  2.004	  2.571	  2.038	  2.478	  2.004
W	  2.919	  2.122	  2.621	  3.555	  3.978	  3.987	  3.313	  2.894	  3.751	  3.953	  3.693	  3.953
E	 -1.401	 -0.923	  1.558	 -0.162	  1.679	  1.598	 -1.104	 -0.170	  1.067	  1.675	  1.029	  1.675
NW	  4.713	  1.245	  1.960	  1.660	  2.650	  5.032	  2.992	  1.748	  2.760	  4.785	  3.943	  2.329
NE	  3.858	  1.014	  0.757	 -0.098	  2.533	  3.613	  2.753	  3.360	  3.842	  3.258	  2.688	  2.166
SE	  2.876	  4.129	  2.169	 -0.731	  2.313	  3.544	  3.158	  2.601	  1.490	  3.868	  2.367	  2.286
SW	  2.049	  2.258	  2.342	  4.147	  2.413	  2.741	  2.408	  1.496	  2.534	  2.722	  1.920	  1.431
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 66.625	 66.750	 72.375	 69.000	 46.375	 47.625	 51.000	 53.250	 39.875	 46.250	 42.000	 46.250
lon	-17.500	  9.125	 27.250	 45.000	 -9.000	 -3.000	  9.250	 27.375	 -9.000	 -3.000	  9.250	 28.125
N	  3.405	  0.718	  1.413	  1.216	  2.606	  3.683	  3.370	  1.668	  2.606	  3.683	  3.370	  1.784
S	  1.899	  3.324	  2.571	  3.486	  2.884	  2.421	  3.150	  1.957	  2.884	  2.421	  3.150	  2.363
W	  3.182	  3.169	  2.371	  3.620	  3.038	  3.609	  2.816	  2.420	  3.275	  3.165	  3.351	  3.165
E	 -2.160	 -2.112	  1.798	 -0.420	  2.115	  1.873	  0.239	  0.445	  0.317	  2.093	  0.094	  2.093
NW	  3.714	  0.938	  1.994	  1.448	  2.673	  4.201	  3.234	  1.625	  2.552	  3.949	  3.962	  2.574
NE	  2.916	  0.813	  0.846	 -0.458	  2.151	  3.125	  2.845	  2.639	  3.014	  3.032	  2.324	  2.238
SE	  3.075	  3.220	  2.580	 -0.600	  2.271	  3.274	  3.099	  2.289	  2.311	  3.169	  2.933	  2.497
SW	  2.404	  2.065	  3.046	  4.229	  2.071	  2.828	  2.408	  1.877	  2.309	  2.630	  2.223	  1.695
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 66.625	 66.625	 72.375	 70.000	 46.375	 46.500	 47.625	 53.250	 45.500	 46.250	 44.250	 46.250
lon	-14.375	 -8.875	 27.250	 45.000	 -9.000	 -3.000	 12.000	 27.375	 -9.000	 -2.875	  9.875	 27.375
N	  2.849	  2.339	  1.807	  1.054	  2.386	  3.417	  3.521	  1.807	  2.386	  3.393	  3.359	  1.807
S	  1.425	  2.733	  3.092	  3.787	  2.675	  2.826	  2.617	  2.166	  2.675	  2.803	  2.988	  2.166
W	  3.153	  3.153	  2.333	  2.506	  3.374	  3.971	  3.901	  2.497	  3.404	  3.919	  2.975	  3.919
E	 -0.671	 -0.671	  0.727	 -0.237	  1.528	  1.514	  1.014	  0.019	  1.652	  1.541	  0.695	  1.541
NW	  2.952	  2.255	  2.294	  1.292	  2.827	  3.998	  3.636	  1.841	  2.550	  3.969	  3.664	  3.207
NE	  3.178	  2.899	  1.236	 -0.384	  1.977	  2.766	  3.148	  1.985	  1.983	  2.742	  2.883	  2.460
SE	  3.361	  3.690	  2.597	 -0.417	  1.641	  2.248	  3.787	  2.037	  1.855	  2.190	  3.294	  2.290
SW	  1.685	  1.603	  3.128	  3.807	  1.942	  3.571	  1.806	  1.908	  2.340	  3.492	  1.914	  1.402
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	 63.38	 63.38	 72.25	 72.25	 72.12	 46.38	 46.38	 46.50	 53.38	 45.38	 45.50	 46.25	 46.25
lon	-11.25	 -8.88	 27.25	 45.00	 45.00	 -9.00	 -1.50	 13.50	 27.38	 -9.00	 -1.50	 13.50	 27.38
N	  2.47	  2.92	  2.15	  0.78	  0.78	  2.92	  2.78	  3.61	  2.15	  2.92	  2.78	  3.61	  2.15
S	  1.47	  1.81	  3.08	  3.31	  3.31	  1.77	  3.49	  3.79	  2.80	  1.77	  3.49	  3.79	  2.80
W	  2.69	  2.69	  2.09	  2.09	  2.08	  2.80	  3.94	  3.94	  2.25	  2.74	  4.00	  3.97	  3.97
E	 -0.75	 -0.75	  0.42	  0.42	  0.38	  1.86	  1.86	  1.38	 -0.62	  2.21	  2.21	  1.93	  1.93
NW	  1.52	  2.09	  2.60	  0.99	  0.99	  2.44	  3.53	  3.62	  2.25	  2.35	  3.62	  3.62	  3.62
NE	  3.23	  2.91	  1.55	 -0.12	 -0.30	  1.78	  2.56	  3.15	  2.05	  1.88	  2.57	  3.11	  2.01
SE	  2.52	  3.32	  2.85	 -0.47	 -0.30	  2.08	  2.59	  4.00	  2.28	  2.01	  2.94	  4.00	  2.91
SW	  1.49	  1.66	  3.12	  3.52	  3.48	  1.82	  3.63	  3.11	  3.71	  1.85	  4.08	  3.10	  2.16
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	63.38	65.62	71.25	72.25	46.38	46.38	48.75	54.38	45.38	45.38	46.25	46.25
lon	-9.00	-7.12	27.25	45.00	-9.00	 0.00	16.50	27.38	-9.00	-1.38	15.00	27.38
N	 1.56	 2.21	 1.85	 0.58	 1.56	 2.78	 4.22	 3.25	 1.56	 2.88	 4.23	 3.25
S	 1.54	 2.17	 3.02	 3.18	 1.48	 2.70	 3.82	 2.98	 1.48	 2.99	 3.28	 2.98
W	 2.43	 3.03	 1.95	 2.05	 2.37	 3.22	 2.93	 1.91	 2.36	 3.21	 3.23	 3.23
E	 1.09	 1.35	 0.11	 0.00	 0.89	 0.89	-0.88	 0.06	 1.43	 1.43	 0.95	 0.95
NW	 1.31	 2.09	 2.27	 1.29	 2.17	 3.37	 3.88	 2.72	 2.09	 3.17	 3.36	 4.23
NE	 2.70	 2.81	 1.25	-0.39	 1.63	 2.36	 3.37	 2.87	 1.65	 2.33	 3.26	 1.45
SE	 2.64	 2.91	 2.35	-0.57	 1.93	 1.99	 3.45	 2.94	 1.76	 2.71	 3.43	 4.04
SW	 1.55	 1.56	 2.68	 3.52	 1.77	 3.40	 2.58	 3.06	 1.84	 3.57	 2.99	 2.61
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
lat	 67.88	 66.75	 71.25	 73.38	 46.38	 46.38	 52.12	 52.25	 40.88	 45.38	 44.38	 44.25	 46.25
lon	-27.00	 -2.50	 27.25	 45.00	 -9.00	  0.00	 21.75	 27.38	 -9.00	  0.00	  9.25	  9.25	 27.38
N	  1.05	  1.77	  1.41	  0.13	  1.91	  2.58	  3.80	  3.46	  1.91	  2.58	  3.17	  3.17	  3.46
S	  1.37	  2.10	  2.95	  3.39	  1.71	  2.27	  3.28	  2.92	  1.71	  2.27	  2.25	  2.25	  2.92
W	 -0.80	  2.20	  1.51	  3.00	  2.32	  2.90	  2.06	  2.06	  2.37	  2.70	  2.43	  2.44	  2.88
E	  1.91	  2.41	  0.94	  2.23	  0.42	  0.42	  0.57	  0.59	  0.54	  0.92	  0.47	  0.40	  0.50
NW	  -Inf	  1.41	  1.89	  0.95	  1.87	  3.31	  4.22	  3.58	  1.62	  3.05	  3.13	  3.13	  4.26
NE	  1.15	  1.93	  0.84	 -0.70	  2.00	  2.13	  2.95	  3.01	  1.96	  2.20	  2.96	  2.97	  2.11
SE	  2.74	  3.23	  2.45	 -0.95	  1.57	  1.95	  4.47	  4.81	  1.35	  2.25	  1.94	  1.87	  4.53
SW	  -Inf	  1.27	  2.22	  3.40	  1.77	  2.71	  2.28	  2.73	  1.78	  2.69	  1.95	  1.93	  2.62
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 66.62	 73.50	 60.00	 73.50	 46.38	 46.38	 53.25	 53.25	 39.88	 42.12	 42.12	 46.25
lon	-27.00	  0.00	 27.25	 45.00	 -9.00	  3.00	 27.25	 28.38	 -9.00	  5.62	  9.25	 27.38
N	  2.29	 -1.25	  1.95	 -0.14	  2.35	  2.33	  3.44	  3.61	  2.35	  2.49	  2.92	  3.44
S	  2.78	  2.10	  2.69	  2.70	  1.93	  1.75	  2.69	  2.68	  1.93	  2.27	  2.08	  2.68
W	 -4.17	  0.69	  3.24	  2.85	  2.64	  2.74	  1.90	  1.90	  2.38	  2.23	  2.23	  2.75
E	  4.26	  8.77	  3.13	  8.77	 -0.45	 -0.45	  1.22	  1.22	  0.72	 -0.22	 -0.22	 -0.44
NW	  -Inf	  -Inf	  2.18	  -Inf	  2.48	  3.50	  3.82	  3.84	  1.80	  3.53	  3.18	  3.67
NE	  2.70	  -Inf	  1.51	  -Inf	  1.77	  1.90	  2.84	  2.98	  1.54	  1.97	  2.01	  2.75
SE	  3.64	  2.98	  3.63	  -Inf	  1.28	  1.93	  3.70	  3.40	  0.88	  2.10	  1.89	  3.01
SW	  -Inf	  1.47	  1.41	  2.42	  1.77	  1.94	  2.68	  2.64	  1.93	  1.39	  1.39	  2.23
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 67.875	 72.375	 73.500	 73.500	 59.875	 46.375	 52.125	 56.625	 37.625	 42.000	 42.125	 46.250
lon	-27.000	 -8.875	  9.250	 45.000	-27.000	  4.500	 27.250	 41.375	 -9.000	  4.250	  9.250	 27.375
N	  4.413	  0.371	 -2.386	 -0.440	  4.413	  2.363	  2.629	  3.417	  1.934	  2.386	  2.664	  2.664
S	  3.637	  2.224	  3.521	  3.637	  3.046	  1.482	  2.143	  4.818	  1.980	  1.529	  1.517	  2.050
W	 -2.183	  0.421	  0.163	  2.447	 -1.523	  1.914	  2.339	  2.800	  2.296	  2.088	  2.108	  1.943
E	  5.135	  4.743	  8.400	  8.400	  3.369	  0.168	  1.320	  2.232	  0.468	  0.078	  0.078	  0.151
NW	   -Inf	  0.167	   -Inf	   -Inf	   -Inf	  3.187	  3.293	  3.777	  1.665	  3.674	  3.175	  2.871
NE	  4.439	  0.665	   -Inf	   -Inf	  1.785	  1.712	  1.907	  2.882	  1.813	  1.625	  1.301	  2.496
SE	  5.033	  2.490	  4.257	   -Inf	  3.983	  1.621	  5.073	  4.361	  0.749	  1.679	  1.653	  3.796
SW	   -Inf	  4.235	  2.363	  1.378	   -Inf	  2.157	  1.960	  1.872	  2.265	  1.705	  1.230	  1.625
x
1 day
V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
lat	 69.00	 73.38	 73.50	 60.00	 59.88	 46.38	 51.00	 57.75	 36.50	 43.12	 43.12	 46.25
lon	-27.00	 -8.88	  9.25	 45.00	-27.00	  6.00	 27.25	 45.00	 -9.00	  5.62	  9.25	 27.38
